Date,Close,High,Low,Open,Volume,SMA_20,EMA_20,ATR,BB_Upper,BB_Middle,BB_Lower,Z_Score,Z_Anomaly,IQR_Anomaly,LOF_Anomaly,Iso_Anomaly,Final_Anomaly
03-05-2023,165.7781677,169.2135243,165.4910697,167.8077034,65136000,165.72517623,160.93113575047676,17.001615502859128,203.09218052060115,165.72517623,128.35817193939883,-0.3353160562268196,0,0,0,0,0
03-07-2023,190.8020325,192.2097979,190.1080506,192.1106533,31458200,168.0773529,163.77598305995514,17.675187981226333,205.53966506244868,168.0773529,130.6150407375513,1.1220644815680356,0,0,0,0,0
03-08-2023,189.5231476,190.7128071,189.0472868,189.9197108,61235200,170.36054916,166.22809396853086,16.53801353256731,207.2014740261043,170.36054916,133.5196242938957,1.0475827027446567,0,0,0,0,0
03-10-2023,171.1456299,172.3666914,169.5771391,171.0066491,49594600,170.522990415,166.69643072390886,16.781441744526784,207.3476758779339,170.522990415,133.6983049520661,-0.022717062819952734,0,0,0,0,0
03-11-2023,175.3647003,175.5334767,172.088723,172.9722468,79763700,170.36429672000003,167.52198020734613,15.896184962774871,207.0766276038858,170.36429672000003,133.65196583611424,0.22300002115927295,0,0,0,0,0
04-01-2023,124.9077072,127.1812756,123.6424198,125.4316146,89113600,166.91343727,163.4634780161703,18.45519178686238,206.94344416157892,166.91343727,126.88343037842108,-2.715596407782005,0,1,1,1,1
04-04-2023,163.9763336,165.1742444,163.4615211,164.9366502,46278300,165.708178325,163.51232140510646,20.01314503065792,204.5501490402833,165.708178325,126.86620760971672,-0.4402542011002335,0,0,0,0,0
04-05-2023,164.1347351,165.372255,162.6695158,163.2437268,81235400,165.27970466000002,163.5715988998582,18.77668747132521,203.99237167836665,165.27970466000002,126.56703764163342,-0.4310289569142312,0,0,0,0,0
04-08-2023,180.422226,185.7657924,180.3528217,183.921815,115799700,164.79588202999997,165.17642052844312,18.980571030516263,202.48403862255992,164.79588202999997,127.10772543744002,0.5175484285890192,0,0,0,0,0
04-10-2023,172.3964691,172.9424704,169.7260389,169.8451609,53020300,165.961375805,165.8640442019247,18.38882932119368,203.07149680390552,165.961375805,128.85125480609446,0.050131344912448764,0,0,0,0,0
04-12-2023,188.299469,188.9157791,186.3312899,188.8461896,43389500,168.153687665,168.00075132555094,18.2552922268227,205.10249258744855,168.153687665,131.20488274255143,0.9763161182098787,0,0,0,0,0
05-01-2023,123.5830994,126.3014927,123.3260931,125.668849,80962700,165.98997841,163.77049876121274,21.59229820347822,207.7447262796837,165.98997841,124.23523054031628,-2.792741071220695,0,1,1,1,1
05-04-2023,162.1250153,163.4021444,160.1845924,163.0952418,51511700,165.12667046,163.61378605062106,22.894208688944055,206.44914551784984,165.12667046,123.80419540215011,-0.5480742872958504,0,0,0,0,0
05-05-2023,171.8370514,172.5597587,169.0550943,169.272899,113316400,164.17247429499997,164.39695417913336,22.00424688259091,203.9196955796164,164.17247429499997,124.42525301038351,0.017551067045940436,0,0,0,0,0
05-06-2023,178.0329895,183.3567242,176.5062475,181.056718,121946500,164.44983330500003,165.69562420969208,21.255348733834417,204.50147941767676,164.44983330500003,124.39818719232332,0.3784001873753329,0,0,0,0,0
05-07-2023,189.6817627,191.3175425,188.9778724,189.9197006,46920300,165.12001992,167.98001835162617,20.686006181417675,206.3715236360418,165.12001992,123.8685162039582,1.056820386914866,0,0,0,0,0
05-09-2023,188.3197632,188.5977247,186.2449734,186.9100967,45280000,168.35438119,169.91713690861417,19.45391926131642,206.0803082250673,168.35438119,130.62845415493268,0.9774980448365824,0,0,0,0,0
05-10-2023,173.6373596,174.1734239,171.4235742,172.5254984,48527900,169.40003548500002,170.2714438316033,19.271224242650963,206.48903546050397,169.40003548500002,132.3110355094961,0.1224003440733832,0,0,0,0,0
05-12-2023,192.2656555,193.2398026,189.0449866,189.0748215,66628400,171.53721276000002,172.3661306571649,19.29488272531875,208.72410216716148,171.53721276000002,134.35032335283856,1.2073053383228618,0,0,0,0,0
06-01-2023,128.1302185,128.7925161,123.4545866,124.5617167,87754700,169.718176655,168.1531866421968,22.83175316636741,211.3905764469431,169.718176655,128.04577686305691,-2.5279185535025173,0,0,1,1,1
06-02-2023,149.9860992,151.3403635,149.047021,150.8164562,69858300,168.92857323,166.42298783817807,22.858781154484024,211.4592827487628,168.92857323,126.39786371123722,-1.2550402262288571,0,0,0,0,0
06-03-2023,152.2941589,154.7394996,151.9278579,152.2545498,87558000,167.00317955,165.0773850821611,21.56553967202088,208.88018747571735,167.00317955,125.12617162428262,-1.1206196915219786,0,0,0,0,0
06-04-2023,163.0160675,163.3130754,160.3826208,160.8083206,45390100,165.677825545,164.8810691219553,20.81220944544796,206.27840633101292,165.677825545,125.07724475898704,-0.49617974003793536,0,0,0,0,0
06-06-2023,177.6661835,178.5683327,175.9015035,178.4196309,64848400,166.003853225,166.0986990627215,20.43649914220168,206.87862236645927,166.003853225,125.12908408354072,0.35703754296293116,0,0,0,0,0
06-07-2023,190.1575928,190.3657903,187.5700768,188.2045627,45094300,166.74349784999998,168.39002227579562,19.88386397490156,208.7876887826544,166.74349784999998,124.69930691734557,1.0845325541831679,0,0,0,0,0
06-09-2023,181.5791626,187.475946,180.1496375,187.029208,81755800,169.57707062,169.6461308781008,19.17844192669431,207.3867276729635,169.57707062,131.7674135670365,0.5849279839765844,0,0,0,0,0
06-10-2023,176.1985931,176.6949552,171.9199399,172.5354391,57224100,170.188183595,170.27017489923404,18.49849769621614,208.0110813045496,170.188183595,132.36528588545042,0.2715656263142073,0,0,0,0,0
06-11-2023,177.9259338,178.1244756,174.927918,175.0966793,63841300,170.87774353,170.99929479454508,17.405501975057845,208.73689470170345,170.87774353,133.0185923582966,0.37216530340009535,0,0,0,0,0
06-12-2023,191.172226,193.5976511,190.9634726,193.2895036,41089700,171.41524353,172.92052633792173,17.281660212553714,210.09745490762023,171.41524353,132.73303215237976,1.1436244127149684,0,0,0,0,0
07-02-2023,152.8725281,153.4458637,148.9086223,148.9086223,83322600,170.43904648,171.01119317240537,19.06608474737131,209.94949487939084,170.43904648,130.92859808060916,-1.0869356853751753,0,0,0,0,0
07-03-2023,150.0864258,152.4921573,149.6211171,152.1654502,56182000,168.52839432000002,169.01835818455723,17.936465193987647,208.09504771910724,168.52839432000002,128.9617409208928,-1.2491972425238338,0,0,0,0,0
07-06-2023,176.288147,179.6489426,175.7924543,176.902801,61944600,171.16364670000002,169.7107190241232,18.76689745155996,205.01285180177013,171.16364670000002,137.3144415982299,0.2767812119955855,0,0,0,0,0
07-07-2023,189.0373383,191.0102004,188.6011414,189.7610604,46778000,172.50926285,171.55134943134956,18.47798001930568,206.94878017377363,172.50926285,138.06974552622637,1.0192893505962812,0,0,0,0,0
07-08-2023,177.3092804,181.5524086,175.8222023,180.5610232,97576100,172.7828743,172.0997238093163,18.10206258935527,207.28357807023605,172.7828743,138.28217052976396,0.3362516397471087,0,0,0,0,0
07-09-2023,176.2680664,176.9133461,172.2773118,173.9053785,112488800,172.694628145,172.49670881795285,17.168484447258468,207.1501644487381,172.694628145,138.23909184126188,0.2756117253530888,0,0,0,0,0
07-11-2023,180.4971008,181.1125849,177.6678311,177.8762947,70530000,172.23539505000002,173.25865091148114,16.288201165311435,206.0111788257248,172.23539505000002,138.45961127427526,0.5219091089700644,0,0,0,0,0
07-12-2023,193.1105804,193.8362195,192.4346309,192.4744006,47477700,172.47493591,175.14931086276866,16.07755241778919,206.7676077699251,172.47493591,138.1822640500749,1.2565134488605378,0,0,0,0,0
08-02-2023,150.1739197,152.8033508,149.4325397,152.1113992,64120100,171.30176391499998,172.7707021806002,18.04901586651853,206.93431689967693,171.30176391499998,135.66921093032303,-1.244101630472902,0,0,0,0,0
08-03-2023,151.34375,151.9377657,150.3141399,151.2843515,47204800,169.25566864,170.7300400681621,16.885789447481496,204.53597933190068,169.25566864,133.97535794809934,-1.1759711508140316,0,0,0,0,0
08-05-2023,171.7677612,172.1142728,170.3916397,170.7579408,55962800,171.437545775,170.8288706521467,17.16327040123282,201.2479393173633,171.437545775,141.6271522326367,0.013515631682657531,0,0,0,0,0
08-06-2023,179.0144653,179.2821285,175.9312562,176.3674531,50214900,172.88896408,171.6084510947994,16.474063036859047,201.16761561489236,172.88896408,144.61031254510766,0.43556097131773314,0,0,0,0,0
08-08-2023,178.2510834,178.7170357,176.0502068,178.1420304,67823000,174.186810305,172.24108274291373,15.509076998511972,200.90507705224303,174.186810305,147.46854355775693,0.3911018946380638,0,0,0,0,0
